SPI DEA,NPI,SPI First Name,SPI Last Name,SPI Location Name,SPI Address Line 1,SPI Address Line 2,SPI City,SPI State,SPI Zip,SPI Phone,SPI Fax,Meditab Id
MS1495161,1306846803,Deidra,Sanders,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
MS1495161,1306846803,Deidra,Sanders,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
MS1495161,1306846803,Deidra,Sanders,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
MS1495161,1306846803,Deidra,Sanders,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
FL0835151,1326256828,DOUGLAS,LOTZ,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
FL0835152,1326256829,DOUGLAS,LOTZ,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
FL0835153,1326256830,DOUGLAS,LOTZ,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
FL0835154,1326256831,DOUGLAS,LOTZ,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
FL0835155,1326256832,DOUGLAS,LOTZ,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
FL0835156,1326256833,DOUGLAS,LOTZ,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
FL0835157,1326256834,DOUGLAS,LOTZ,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
FL0835158,1326256835,DOUGLAS,LOTZ,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
FL0835159,1326256836,DOUGLAS,LOTZ,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
FL0835160,1326256837,DOUGLAS,LOTZ,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
FL0835161,1326256838,DOUGLAS,LOTZ,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
FL0835162,1326256839,DOUGLAS,LOTZ,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
FL0835163,1326256840,DOUGLAS,LOTZ,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
FL0835164,1326256841,DOUGLAS,LOTZ,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
FL0835165,1326256842,DOUGLAS,LOTZ,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
FL0835166,1326256843,DOUGLAS,LOTZ,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
FL0835167,1326256844,DOUGLAS,LOTZ,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
FL0835168,1326256845,DOUGLAS,LOTZ,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
FO1619089,1215924478,Hans,Otto,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
FO1619090,1215924479,Hans,Otto,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
FO1619091,1215924480,Hans,Otto,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
FO1619092,1215924481,Hans,Otto,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
FO1619093,1215924482,Hans,Otto,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
FO1619094,1215924483,Hans,Otto,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
FO1619095,1215924484,Hans,Otto,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
FO1619096,1215924485,Hans,Otto,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
FO1619097,1215924486,Hans,Otto,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
FO1619098,1215924487,Hans,Otto,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
FO1619099,1215924488,Hans,Otto,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
FO1619100,1215924489,Hans,Otto,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
FO1619101,1215924490,Hans,Otto,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
FO1619102,1215924491,Hans,Otto,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
FO1619103,1215924492,Hans,Otto,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
FO1619104,1215924493,Hans,Otto,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
FO1619105,1215924494,Hans,Otto,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
FO1619106,1215924495,Hans,Otto,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
BP6283283,1003816498,James,Parker,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
BP6283284,1003816499,James,Parker,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
BP6283285,1003816500,James,Parker,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
BP6283286,1003816501,James,Parker,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
BP6283287,1003816502,James,Parker,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
BP6283288,1003816503,James,Parker,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
BP6283289,1003816504,James,Parker,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
BP6283290,1003816505,James,Parker,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
BP6283291,1003816506,James,Parker,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
BP6283292,1003816507,James,Parker,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
BP6283293,1003816508,James,Parker,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
BP6283294,1003816509,James,Parker,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
BP6283295,1003816510,James,Parker,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
BP6283296,1003816511,James,Parker,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
BP6283297,1003816512,James,Parker,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
BP6283298,1003816513,James,Parker,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
BP6283299,1003816514,James,Parker,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
BP6283300,1003816515,James,Parker,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
AS7311829,1043204549,James,Sublett,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
AS7311830,1043204550,James,Sublett,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
AS7311831,1043204551,James,Sublett,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
AS7311832,1043204552,James,Sublett,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
AS7311833,1043204553,James,Sublett,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
AS7311834,1043204554,James,Sublett,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
AS7311835,1043204555,James,Sublett,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
AS7311836,1043204556,James,Sublett,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
AS7311837,1043204557,James,Sublett,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
AS7311838,1043204558,James,Sublett,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
AS7311839,1043204559,James,Sublett,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
AS7311840,1043204560,James,Sublett,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
AS7311841,1043204561,James,Sublett,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
AS7311842,1043204562,James,Sublett,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
AS7311843,1043204563,James,Sublett,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
AS7311844,1043204564,James,Sublett,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
AS7311845,1043204565,James,Sublett,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
AS7311846,1043204566,James,Sublett,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
BG8372587,1134129621,Jason,Guin,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
BG8372588,1134129622,Jason,Guin,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
BG8372589,1134129623,Jason,Guin,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
BG8372590,1134129624,Jason,Guin,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
BG8372591,1134129625,Jason,Guin,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
BG8372592,1134129626,Jason,Guin,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
BG8372593,1134129627,Jason,Guin,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
BG8372594,1134129628,Jason,Guin,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
BG8372595,1134129629,Jason,Guin,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
BG8372596,1134129630,Jason,Guin,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
BG8372597,1134129631,Jason,Guin,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
BG8372598,1134129632,Jason,Guin,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
BG8372599,1134129633,Jason,Guin,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
BG8372600,1134129634,Jason,Guin,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
BG8372601,1134129635,Jason,Guin,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
BG8372602,1134129636,Jason,Guin,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
BG8372603,1134129637,Jason,Guin,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
BG8372604,1134129638,Jason,Guin,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
FS2280005,1255474137,James W.,Sublett,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
FS2280006,1255474138,James W.,Sublett,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
FS2280007,1255474139,James W.,Sublett,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
FS2280008,1255474140,James W.,Sublett,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
FS2280009,1255474141,James W.,Sublett,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
FS2280010,1255474142,James W.,Sublett,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
FS2280011,1255474143,James W.,Sublett,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
FS2280012,1255474144,James W.,Sublett,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
FS2280013,1255474145,James W.,Sublett,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
FS2280014,1255474146,James W.,Sublett,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
FS2280015,1255474147,James W.,Sublett,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
FS2280016,1255474148,James W.,Sublett,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
FS2280017,1255474149,James W.,Sublett,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
FS2280018,1255474150,James W.,Sublett,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
FS2280019,1255474151,James W.,Sublett,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
FS2280020,1255474152,James W.,Sublett,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
FS2280021,1255474153,James W.,Sublett,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
FS2280022,1255474154,James W.,Sublett,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
MM1502638,1043210538,Laura,McElroy,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
MM1502639,1043210539,Laura,McElroy,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
MM1502640,1043210540,Laura,McElroy,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
MM1502641,1043210541,Laura,McElroy,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
MM1502642,1043210542,Laura,McElroy,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
MM1502643,1043210543,Laura,McElroy,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
MM1502644,1043210544,Laura,McElroy,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
MM1502645,1043210545,Laura,McElroy,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
MM1502646,1043210546,Laura,McElroy,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
MM1502647,1043210547,Laura,McElroy,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
MM1502648,1043210548,Laura,McElroy,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
MM1502649,1043210549,Laura,McElroy,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
MM1502650,1043210550,Laura,McElroy,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
MM1502651,1043210551,Laura,McElroy,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
MM1502652,1043210552,Laura,McElroy,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
MM1502653,1043210553,Laura,McElroy,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
MM1502654,1043210554,Laura,McElroy,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
MM1502655,1043210555,Laura,McElroy,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
,1528374098,Lesley,White,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
,1528374099,Lesley,White,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
,1528374100,Lesley,White,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
,1528374101,Lesley,White,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
,1528374102,Lesley,White,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
,1528374103,Lesley,White,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
,1528374104,Lesley,White,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
,1528374105,Lesley,White,FAA Louisville 500,500 W Jefferson St,Ste 160,Louisville,KY,40202,5024298585,5024296157,170024
,1528374106,Lesley,White,Blue Grass Medical Center,1700 Bluegrass Ave,Suite 400,Louisville,KY,40215,5024298585,5024296157,170024
,1528374107,Lesley,White,FAA Louisville 8109,8109 Bradstown Rd,,Louisville,KY,40291,5024298585,5024296157,170024
,1528374108,Lesley,White,FAA Louisville 9805,9805 Brownsboro Rd,,Louisville,KY,40241,5024298585,5024296157,170024
,1528374109,Lesley,White,FAA Madison,508 North Broadway,,Madison,IN,47250,5024298585,5024296157,170024
,1528374110,Lesley,White,South Creek Medical Center ,1 South Creek Dr Ste 102,,Monticello,KY,42633,6064510239,6064519640,170024
,1528374111,Lesley,White,FAA Newalbany,303 Charlestown Crossing way ,Suite D,NewAlbany,IN,47150,5024298585,5024296157,170024
,1528374112,Lesley,White,FAA Paducah,2312 Kentucky Ave,,Paducah,KY,42003,2704425151,2704421424,170024
,1528374113,Lesley,White,FAA Shelbyville,Village Plaza Shopping center,Suite 15 A ,Shelbyville,KY,40065,5024298585,5024296157,170024
,1528374114,Lesley,White,FAA Shepherdsville,1578 High way 44,Suite 8,Shepherdsville,KY,40165,5024298585,5024296157,170024
,1528374115,Lesley,White,FAA Somerset,971 South Hwy 27,,Somerset,KY,42501,6064510239,6064519640,170024
BP8057463-Fp0266433,1396743606,Maria,Petrick,FAA Campbellsville,111 Wild Flower,DrSuite A,Campbellsville,KY,42718,2704693408,2704691349,170024
BP8057463-Fp0266434,1396743607,Maria,Petrick,FAA Corbin,1 Trillium way,,Corbin,KY,40701,8592631900,8592632726,170024
BP8057463-Fp0266435,1396743608,Maria,Petrick,FAA Florence,5001 Houston Rd,,Florence,KY,41042,8599807180,8599807182,170024
BP8057463-Fp0266436,1396743609,Maria,Petrick,FAA Jeffersonville,1701 Spring St,Suite B,Jeffersonville,KY,47130,5024298585,5024296157,170024
BP8057463-Fp0266437,1396743610,Maria,Petrick,FAA LaGrange,1208 Market St ,,LaGrange,KY,40031,5024298585,5024296157,170024
BP8057463-Fp0266438,1396743611,Maria,Petrick,FAA Lebanon,325 W Walnut St,Suite 200,Lebanon,KY,40033,2704693408,2704699033,170024
BP8057463-Fp0266439,1396743612,Maria,Petrick,FAA Lexington,3292 Eagle View Ln,Ste 150,Lexington,KY,40509,8592631900,8592632726,170024
